model,epoch,train_loss,train_accuracy,val_loss,val_accuracy
V5_GELU,1,0.5072916932702064,0.8135416666666667,0.3489005077679952,0.8759166666666667
V5_GELU,2,0.33084177708625795,0.8792083333333334,0.29606219736735023,0.89325
V5_GELU,3,0.2820952517092228,0.8966041666666666,0.269876629114151,0.9001666666666667
V5_GELU,4,0.24883974705139797,0.9073958333333333,0.25211195774873096,0.91025
V5_GELU,5,0.22239710598190626,0.9164583333333334,0.23583510637283325,0.9128333333333334
V5_GELU,6,0.1994334159642458,0.9255416666666667,0.23305157494544984,0.9161666666666667
V5_GELU,7,0.181584912220637,0.93175,0.23811440294981004,0.9161666666666667
V5_GELU,8,0.15970419042309125,0.9396458333333333,0.2422748031616211,0.9179166666666667
V5_GELU,9,0.14313610800355672,0.9464375,0.23545767325162886,0.92075
V5_GELU,10,0.12905509678522745,0.9523333333333334,0.24207413685321807,0.9224166666666667
V5_GELU,11,0.11543531063074867,0.9572291666666667,0.24064770170052846,0.9260833333333334
V5_GELU,12,0.10414308725545804,0.9609791666666667,0.24738275520006817,0.9260833333333334
V5_GELU,13,0.08994238563378652,0.9664375,0.26743557773033777,0.9210833333333334
V5_GELU,14,0.08113546009361744,0.9701041666666667,0.27899629283944766,0.9235
V5_GELU,15,0.07069404278571408,0.9736875,0.27326481357216836,0.9240833333333334
V5_GELU,16,0.06408942780271172,0.9758333333333333,0.2783774072130521,0.9251666666666667
V5_GELU,17,0.05564793460940321,0.9799166666666667,0.30403232902288435,0.9235
V5_GELU,18,0.053812761354415366,0.9794583333333333,0.31696271868546805,0.9233333333333333
V5_GELU,19,0.050503899709632,0.9811666666666666,0.31488517053922016,0.92625
V5_GELU,20,0.04344041584742566,0.9835208333333333,0.32958087959885596,0.9239166666666667
V5_GELU,21,0.04251617880150055,0.9842083333333334,0.33625368744631606,0.9216666666666666
V5_GELU,22,0.03846967843019714,0.98575,0.3522939328501622,0.92375
V5_GELU,23,0.03731601756198021,0.9865,0.3584916976566116,0.92275
V5_GELU,24,0.03264989088491226,0.9884375,0.37491823256015777,0.9233333333333333
V5_GELU,25,0.03215937264242287,0.987875,0.37500466005007427,0.9258333333333333
V5_GELU,26,0.02889695114904316,0.9894166666666667,0.36936197129885356,0.9245833333333333
V5_GELU,27,0.03197798241946536,0.9882291666666667,0.3990993995666504,0.9230833333333334
V5_GELU,28,0.029297004749183543,0.9889166666666667,0.38188692443072797,0.9248333333333333
V5_GELU,29,0.026283945272133374,0.9906458333333333,0.419069193435212,0.9248333333333333
V5_GELU,30,0.027908812665885005,0.99025,0.39942103179792565,0.9248333333333333
V5_GELU,31,0.023945572046524224,0.9915208333333333,0.4409699628551801,0.9259166666666667
V5_GELU,32,0.02516524415323511,0.9908541666666667,0.4047062590420246,0.9261666666666667
V5_GELU,33,0.026303588752324383,0.9901458333333333,0.4481243284195662,0.92275
V5_GELU,34,0.02273577155012754,0.9913125,0.4386166009778778,0.9261666666666667
V5_GELU,35,0.022819661713341096,0.9918541666666667,0.45393688390155634,0.9224166666666667
V5_GELU,36,0.020630551918487373,0.9924166666666666,0.47466865699489913,0.9259166666666667
V5_GELU,37,0.023281963938245706,0.99175,0.4549451039209962,0.9221666666666667
V5_GELU,38,0.020443700670381076,0.9923125,0.47496721797188124,0.922
V5_GELU,39,0.020783700856457775,0.9927916666666666,0.4656925606975953,0.9228333333333333
V5_GELU,40,0.020712341808180403,0.9923958333333334,0.4859259816954533,0.92225
V5_GELU,41,0.023117011184959364,0.9918333333333333,0.4888731243858735,0.9234166666666667
V5_GELU,42,0.020875799530193036,0.9927291666666667,0.49783235308527946,0.9243333333333333
V5_GELU,43,0.014811925025191158,0.9949583333333333,0.5132257657026251,0.9269166666666667
V5_GELU,44,0.02020050607974796,0.9925416666666667,0.48948795755455893,0.9220833333333334
V5_GELU,45,0.021860948135586415,0.992125,0.5254521329700946,0.9235833333333333
V5_GELU,46,0.018774654286932976,0.9936041666666666,0.49918901488681633,0.9233333333333333
V5_GELU,47,0.017529779564686276,0.9932916666666667,0.5112735031060874,0.9251666666666667
V5_GELU,48,0.01730487377392031,0.9938333333333333,0.5559002141952515,0.92425
V5_GELU,49,0.01681671796377729,0.9943333333333333,0.5085167027140657,0.9229166666666667
V5_GELU,50,0.017538688715033154,0.9935833333333334,0.5273690021286408,0.9199166666666667
