model,mean_best_val_accuracy,std_best_val_accuracy,mean_best_val_loss,std_best_val_loss,mean_final_val_accuracy,std_final_val_accuracy,mean_final_val_loss,std_final_val_loss
V4_AvgPool,0.9296,0.0018813780410468458,0.2170071137626966,0.006174851226427998,0.9259166666666667,0.0018085445345175487,0.3711268000125885,0.031279291228010334
V5_GELU,0.92675,0.0017716909687890837,0.22225587032238642,0.006219109962190428,0.9232166666666666,0.002093807005857471,0.5147993256255985,0.02006147876414011
V2_BatchNorm,0.9266666666666665,0.000496515636992212,0.22009020742177965,0.00714603803490975,0.9240166666666667,0.0023902289523065616,0.4709764357457559,0.02721296658293934
V1_Baseline,0.9263166666666667,0.0014208272238382864,0.22229291973511378,0.005031546058898595,0.9238666666666667,0.001603598384190276,0.48867179194440447,0.03044428040221527
V3_LargerKernel,0.9245333333333333,0.0016505470473620388,0.2282847482204437,0.009824662055285684,0.9212666666666667,0.002164582330766527,0.5779319997889301,0.02323817545995323
V6_NoDropout,0.9234166666666667,0.0013346347815038932,0.2270422585964203,0.009794156074986668,0.9168,0.0028647765086380513,0.6945328628162544,0.013959163461489567
V7_Deeper,0.9198333333333334,0.0035399505646265955,0.23539886272748314,0.010551892747149844,0.9142666666666667,0.004412498032734834,0.508983926996837,0.03542172470362713
