model,fold,epoch,train_loss,train_accuracy,val_loss,val_accuracy
V4_AvgPool,1,1,0.6079501195947329,0.776625,0.4255066819190979,0.8465
V4_AvgPool,1,2,0.4108269306619962,0.8506666666666667,0.3400159587065379,0.87225
V4_AvgPool,1,3,0.35736459084351857,0.8698125,0.3166909995873769,0.88075
V4_AvgPool,1,4,0.32566083229581516,0.8816458333333334,0.2906810290416082,0.8935833333333333
V4_AvgPool,1,5,0.30267346917589505,0.8901875,0.2803060567776362,0.89475
V4_AvgPool,1,6,0.28275707285602886,0.8967916666666667,0.26574009398619336,0.8994166666666666
V4_AvgPool,1,7,0.26751455437143645,0.9021041666666667,0.2591969428062439,0.903
V4_AvgPool,1,8,0.2529983013868332,0.9078541666666666,0.24973135165373483,0.9075
V4_AvgPool,1,9,0.23955513296027978,0.91225,0.2349462753534317,0.9169166666666667
V4_AvgPool,1,10,0.22633232634266218,0.9177708333333333,0.23348825709025064,0.9141666666666667
V4_AvgPool,1,11,0.21430351115763188,0.9207083333333334,0.2315884818236033,0.91725
V4_AvgPool,1,12,0.20614436663190525,0.9243958333333333,0.22156397970517477,0.9165
V4_AvgPool,1,13,0.19732568930586178,0.9273125,0.22016968041658402,0.92125
V4_AvgPool,1,14,0.189286693106095,0.9295625,0.21959676428635916,0.9195
V4_AvgPool,1,15,0.18216914236048856,0.9325208333333334,0.22762221803267796,0.91825
V4_AvgPool,1,16,0.17100705375770728,0.9365833333333333,0.21131403700510662,0.9255833333333333
V4_AvgPool,1,17,0.16335366796453793,0.9393125,0.21904469615221023,0.925
V4_AvgPool,1,18,0.16054005718727907,0.9398333333333333,0.21615032515923183,0.9246666666666666
V4_AvgPool,1,19,0.15416036057968935,0.9434166666666667,0.22184464824199676,0.9235833333333333
V4_AvgPool,1,20,0.14519852284093698,0.9454375,0.2267074697216352,0.9259166666666667
V4_AvgPool,1,21,0.1420654229223728,0.946375,0.22378933825095496,0.9241666666666667
V4_AvgPool,1,22,0.13329612469176452,0.9508541666666667,0.221198069413503,0.9276666666666666
V4_AvgPool,1,23,0.12973696921517452,0.9512291666666667,0.23106759721040726,0.9236666666666666
V4_AvgPool,1,24,0.1252572115957737,0.9526875,0.22943821080525717,0.92525
V4_AvgPool,1,25,0.11997357038781047,0.9546458333333333,0.23323047677675882,0.9285
V4_AvgPool,1,26,0.115707748187085,0.956625,0.24263762225707372,0.92475
V4_AvgPool,1,27,0.11113360216716925,0.9572708333333333,0.24633439915378888,0.925
V4_AvgPool,1,28,0.10385796517133712,0.9601875,0.2580266440312068,0.9238333333333333
V4_AvgPool,1,29,0.10269303064793349,0.9604375,0.23804952641328175,0.9283333333333333
V4_AvgPool,1,30,0.09853868586818378,0.9622291666666667,0.2553990415732066,0.9261666666666667
V4_AvgPool,1,31,0.09395666541655859,0.9633958333333333,0.2581911885937055,0.9255
V4_AvgPool,1,32,0.08994344309096534,0.9654166666666667,0.25655454242229464,0.9265833333333333
V4_AvgPool,1,33,0.08424043435975909,0.967875,0.27110565372308093,0.924
V4_AvgPool,1,34,0.08513703866923848,0.9679791666666666,0.2567252481977145,0.92925
V4_AvgPool,1,35,0.08150480487445991,0.9681666666666666,0.2783642883598805,0.92775
V4_AvgPool,1,36,0.07798058930660287,0.9695833333333334,0.2852175184885661,0.9263333333333333
V4_AvgPool,1,37,0.07488793955991666,0.970375,0.285302871833245,0.9276666666666666
V4_AvgPool,1,38,0.07353334936127066,0.9710833333333333,0.29187484649817147,0.92625
V4_AvgPool,1,39,0.07099512637158235,0.9732916666666667,0.29738025517265004,0.9249166666666667
V4_AvgPool,1,40,0.06856280827553322,0.9727291666666666,0.3439182945589225,0.9215833333333333
V4_AvgPool,1,41,0.06951582598810395,0.972125,0.3029213789999485,0.9256666666666666
V4_AvgPool,1,42,0.06648832776288813,0.9744375,0.3081446307798227,0.92475
V4_AvgPool,1,43,0.06247670166566968,0.9751458333333334,0.3264356984694799,0.9275
V4_AvgPool,1,44,0.06173536954789112,0.9757916666666666,0.310064896384875,0.9285833333333333
V4_AvgPool,1,45,0.060549659033616386,0.9769791666666666,0.33545886022845905,0.9260833333333334
V4_AvgPool,1,46,0.057265627119069296,0.9772916666666667,0.33382692545155684,0.92825
V4_AvgPool,1,47,0.057245958532827594,0.9773541666666666,0.3312793043057124,0.9268333333333333
V4_AvgPool,1,48,0.056327435083066424,0.9772083333333333,0.3319577724635601,0.9255833333333333
V4_AvgPool,1,49,0.054446313570874434,0.9792291666666667,0.3520481752157211,0.9261666666666667
V4_AvgPool,1,50,0.05363995878460506,0.9787708333333334,0.3387279735108217,0.9243333333333333
