model,fold,epoch,train_loss,train_accuracy,val_loss,val_accuracy
V3_LargerKernel,1,1,0.5339944880604744,0.8061875,0.331960382382075,0.8805
V3_LargerKernel,1,2,0.3322720338801543,0.8804583333333333,0.2791466391881307,0.8975833333333333
V3_LargerKernel,1,3,0.2818078747888406,0.8966041666666666,0.2576697435776393,0.9048333333333334
V3_LargerKernel,1,4,0.25136016908288,0.9082291666666666,0.239340970714887,0.91275
V3_LargerKernel,1,5,0.2259730450908343,0.9178541666666666,0.23472801132996876,0.9141666666666667
V3_LargerKernel,1,6,0.20475231934090454,0.9258125,0.23191161171595256,0.9165833333333333
V3_LargerKernel,1,7,0.1860583420097828,0.9297291666666667,0.22403527204195658,0.9200833333333334
V3_LargerKernel,1,8,0.16554952757557234,0.9390833333333334,0.23230645348628362,0.9199166666666667
V3_LargerKernel,1,9,0.1540362442433834,0.9422916666666666,0.24378576006491978,0.9188333333333333
V3_LargerKernel,1,10,0.14275418944160143,0.94625,0.22503172586361567,0.9199166666666667
V3_LargerKernel,1,11,0.12976623626798392,0.9505625,0.2417447513838609,0.9201666666666667
V3_LargerKernel,1,12,0.11680540412167709,0.9553125,0.24471998784939447,0.9216666666666666
V3_LargerKernel,1,13,0.10804493682396908,0.9582916666666667,0.24977853145202,0.9175
V3_LargerKernel,1,14,0.10040577453933656,0.9610833333333333,0.28156652075052263,0.9194166666666667
V3_LargerKernel,1,15,0.08857061341715355,0.9653125,0.2782223836183548,0.9208333333333333
V3_LargerKernel,1,16,0.08379446499794721,0.9677708333333334,0.2633078333934148,0.9238333333333333
V3_LargerKernel,1,17,0.076996809359019,0.9698958333333333,0.337413900633653,0.915
V3_LargerKernel,1,18,0.0728815955525885,0.9718333333333333,0.3338585722049077,0.921
V3_LargerKernel,1,19,0.06909471185039728,0.9733125,0.3185037235915661,0.9215833333333333
V3_LargerKernel,1,20,0.06492749646461259,0.9750416666666667,0.34625541336337723,0.91875
V3_LargerKernel,1,21,0.060986977691451706,0.9766041666666667,0.35744697650273644,0.9185833333333333
V3_LargerKernel,1,22,0.061659455598021544,0.9762708333333333,0.3542993338505427,0.9203333333333333
V3_LargerKernel,1,23,0.057423000659948834,0.977125,0.3656918576260408,0.922
V3_LargerKernel,1,24,0.05250785053924968,0.9795416666666666,0.37340609115362167,0.91875
V3_LargerKernel,1,25,0.05352042052902592,0.97925,0.39143208927909534,0.9226666666666666
V3_LargerKernel,1,26,0.050483099618771426,0.9807083333333333,0.40287048995494845,0.9206666666666666
V3_LargerKernel,1,27,0.04986690284979219,0.9800416666666667,0.39138663408160207,0.9194166666666667
V3_LargerKernel,1,28,0.04702210916627276,0.9815,0.4459543983737628,0.9205
V3_LargerKernel,1,29,0.04377333331923001,0.9830416666666667,0.4052956845362981,0.9220833333333334
V3_LargerKernel,1,30,0.04382020708095903,0.98375,0.463493977924188,0.9200833333333334
V3_LargerKernel,1,31,0.042947105144461,0.9835,0.44740219016869864,0.9191666666666667
V3_LargerKernel,1,32,0.041543916081544015,0.9841458333333334,0.456074595451355,0.9204166666666667
V3_LargerKernel,1,33,0.039238352214490686,0.985,0.476754324555397,0.9180833333333334
V3_LargerKernel,1,34,0.04093733644811436,0.9844583333333333,0.4735566280881564,0.91975
V3_LargerKernel,1,35,0.043132883809448685,0.9838958333333333,0.4572832547624906,0.91625
V3_LargerKernel,1,36,0.03909266078734072,0.9854583333333333,0.5077489169836045,0.9196666666666666
V3_LargerKernel,1,37,0.03832355987016733,0.9854583333333333,0.4839423180744052,0.917
V3_LargerKernel,1,38,0.03664561316704688,0.9865833333333334,0.5143418266773224,0.9199166666666667
V3_LargerKernel,1,39,0.03767343208488698,0.9857083333333333,0.47984691677987573,0.9159166666666667
V3_LargerKernel,1,40,0.03530661432128788,0.9869166666666667,0.5058755962252617,0.9190833333333334
V3_LargerKernel,1,41,0.0363444314483786,0.986375,0.49779016255338987,0.921
V3_LargerKernel,1,42,0.036165137281408535,0.9860416666666667,0.5343404788523912,0.91875
V3_LargerKernel,1,43,0.03326706874356993,0.9876666666666667,0.5764863568544388,0.919
V3_LargerKernel,1,44,0.030491669948251608,0.9884166666666667,0.5283961932162444,0.9168333333333333
V3_LargerKernel,1,45,0.03488590231780351,0.9871875,0.5320134901603063,0.9188333333333333
V3_LargerKernel,1,46,0.03310264324448266,0.9876041666666666,0.5250376272201538,0.9155
V3_LargerKernel,1,47,0.03284602823313132,0.9881458333333333,0.54729747864604,0.917
V3_LargerKernel,1,48,0.029633487764260887,0.9892291666666667,0.5542521423747142,0.9210833333333334
V3_LargerKernel,1,49,0.029719555308760998,0.9891875,0.5533537762512764,0.9204166666666667
V3_LargerKernel,1,50,0.03216500831354642,0.9876666666666667,0.6053729296699166,0.9226666666666666
