model,fold,epoch,train_loss,train_accuracy,val_loss,val_accuracy
V7_Deeper,1,1,0.4770694518685341,0.8293333333333334,0.33636658159891764,0.8758333333333334
V7_Deeper,1,2,0.3098659349481265,0.8873125,0.276631920615832,0.8981666666666667
V7_Deeper,1,3,0.27028664003809294,0.9012291666666666,0.27477052887280784,0.90025
V7_Deeper,1,4,0.24011735581358273,0.913125,0.250781102736791,0.9084166666666667
V7_Deeper,1,5,0.22120530639588834,0.9204375,0.2504512566725413,0.9058333333333334
V7_Deeper,1,6,0.20623188903927803,0.9239375,0.2398341952164968,0.9123333333333333
V7_Deeper,1,7,0.1869771816680829,0.9309583333333333,0.25022796579202017,0.90875
V7_Deeper,1,8,0.1727316326747338,0.9373958333333333,0.2463547726670901,0.9141666666666667
V7_Deeper,1,9,0.15935334679236016,0.9409583333333333,0.2574427802960078,0.9086666666666666
V7_Deeper,1,10,0.14911492942273616,0.9460416666666667,0.2714188949664434,0.91075
V7_Deeper,1,11,0.14085652374724547,0.9478958333333334,0.26338149068752925,0.9093333333333333
V7_Deeper,1,12,0.1282605493552983,0.95175,0.2636392545898755,0.9123333333333333
V7_Deeper,1,13,0.12205006701747577,0.9538541666666667,0.26588727243741356,0.9131666666666667
V7_Deeper,1,14,0.11561797452842196,0.9577916666666667,0.28467314020792645,0.9125833333333333
V7_Deeper,1,15,0.10556873117263119,0.960625,0.29471581463019053,0.9133333333333333
V7_Deeper,1,16,0.10216561694443226,0.9614166666666667,0.28937266318003335,0.9135833333333333
V7_Deeper,1,17,0.0957118878737092,0.963875,0.28624138949314754,0.9130833333333334
V7_Deeper,1,18,0.08945814607913295,0.9661875,0.2881977373957634,0.9161666666666667
V7_Deeper,1,19,0.08030776036158203,0.9699375,0.31460421287020046,0.9133333333333333
V7_Deeper,1,20,0.07983348754234612,0.9694166666666667,0.3340906890531381,0.9075
V7_Deeper,1,21,0.07676656959143778,0.9711041666666667,0.3427704236110051,0.91375
V7_Deeper,1,22,0.07176641471249362,0.9730625,0.3879467753767967,0.9
V7_Deeper,1,23,0.06792059660578767,0.9743958333333333,0.33065444175402325,0.9150833333333334
V7_Deeper,1,24,0.06660949851355205,0.9746875,0.45673980276783305,0.89675
V7_Deeper,1,25,0.06342752805476387,0.97625,0.38046180349588393,0.91225
V7_Deeper,1,26,0.057475859249786786,0.9781458333333334,0.3887109168370565,0.9129166666666667
V7_Deeper,1,27,0.05500090200671305,0.9789375,0.3675995268821716,0.9135
V7_Deeper,1,28,0.05639634023047984,0.9797291666666667,0.38816186583042145,0.912
V7_Deeper,1,29,0.05400175128465829,0.9799375,0.43027723461389544,0.91275
V7_Deeper,1,30,0.051832967303072415,0.9797708333333334,0.3924074267745018,0.9168333333333333
V7_Deeper,1,31,0.050181508001560966,0.9814791666666667,0.3831460790236791,0.91625
V7_Deeper,1,32,0.04883808775432408,0.9812916666666667,0.40813530320922536,0.9138333333333334
V7_Deeper,1,33,0.04636268507565061,0.982125,0.38970922779043515,0.91075
V7_Deeper,1,34,0.04537455490898962,0.983875,0.4286454659899076,0.9125833333333333
V7_Deeper,1,35,0.04281097621905307,0.9841666666666666,0.48758869008223216,0.9084166666666667
V7_Deeper,1,36,0.043913255631380405,0.9838333333333333,0.43065658606092133,0.914
V7_Deeper,1,37,0.043800094039024164,0.9834583333333333,0.4682893321327865,0.91275
V7_Deeper,1,38,0.04122698840215647,0.9847916666666666,0.45623420157035194,0.91175
V7_Deeper,1,39,0.03712770712561905,0.9862291666666667,0.4451087980866432,0.9150833333333334
V7_Deeper,1,40,0.03899074063776061,0.9858125,0.45297305104136465,0.9098333333333334
V7_Deeper,1,41,0.036503176558840396,0.9870625,0.4810293333431085,0.9148333333333334
V7_Deeper,1,42,0.037600972610836225,0.98675,0.4741645634571711,0.91375
V7_Deeper,1,43,0.038036344070220364,0.9855833333333334,0.4645655954480171,0.9143333333333333
V7_Deeper,1,44,0.03517892577230426,0.9872291666666667,0.5068546161651611,0.9129166666666667
V7_Deeper,1,45,0.036974666123860515,0.986875,0.4271003807683786,0.9163333333333333
V7_Deeper,1,46,0.03453020807957122,0.9873541666666666,0.5731065120299658,0.9105
V7_Deeper,1,47,0.03355690523486313,0.9873125,0.5440808615684509,0.9141666666666667
V7_Deeper,1,48,0.03422595418145162,0.98725,0.5317680223224064,0.9113333333333333
V7_Deeper,1,49,0.032675723956839646,0.9884583333333333,0.517823833733797,0.9100833333333334
V7_Deeper,1,50,0.030900156006333418,0.9887708333333334,0.5117651938895385,0.91575
